id_cliente,nombre,email,genero,fecha_nacimiento,ciudad,segmento,edad
770,Andrés García Aguilar,andres.garcia.aguilar0@correo.com,Femenino,,Sonsonate,Vip,
771,Diego Ortiz Pérez,diego.ortiz.perez1@seguro.sv,Masculino,1967-04-30,Santa Ana,Regular,58.0
772,Fernanda Gómez Cruz,fernanda.gomez.cruz2@gmail.com,,,San Salvador,<Na>,
773,Carlos Gómez López,carlos.gomez.lopez3@seguro.sv,Femenino,1945-05-25,San Miguel,Regular,80.0
774,Sofía Santos Mendoza,sofia.santos.mendoza4@gmail.com,Femenino,,San Miguel,Pyme,
775,José Pérez Ortiz,jose.perez.ortiz5@correo.com,Femenino,1965-01-26,San Miguel,Regular,61.0
776,Paula Flores Cruz,paula.flores.cruz6@example.com,Masculino,,Sonsonate,Vip,
777,Luis López Torres,luis.lopez.torres0@correo.com,,,La Libertad,<Na>,
778,María García Ortiz,maria.garcia.ortiz1@seguro.sv,Masculino,,San Miguel,<Na>,
779,Pedro Morales Gómez,pedro.morales.gomez2@mail.com,Masculino,,San Miguel,Pyme,
780,Ana Cruz López,ana.cruz.lopez3@example.com,Masculino,,Sonsonate,Premium,
781,Diego Aguilar Vásquez,diego.aguilar.vasquez4@gmail.com,Masculino,,Santa Ana,Vip,
782,Valeria Santos Mendoza,valeria.santos.mendoza5@correo.com,Masculino,1984-04-26,Sonsonate,Premium,41.0
783,María Santos Pérez,maria.santos.perez6@example.com,Femenino,,Sonsonate,Premium,
784,Ana Ortiz Torres,ana.ortiz.torres0@seguro.sv,Femenino,,San Salvador,Pyme,
785,Andrés Flores Hernández,andres.flores.hernandez1@seguro.sv,Femenino,2001-01-07,San Salvador,Vip,25.0
786,Valeria Rojas Ortiz,valeria.rojas.ortiz2@seguro.sv,Masculino,,San Salvador,Vip,
787,Diego Rojas García,diego.rojas.garcia3@example.com,Femenino,,San Salvador,Pyme,
788,Andrés López Santos,andres.lopez.santos4@example.com,Femenino,,San Salvador,Premium,
789,Marta Martínez Reyes,marta.martinez.reyes5@mail.com,Femenino,1986-08-15,La Libertad,Pyme,39.0
790,Jorge Hernández García,jorge.hernandez.garcia6@seguro.sv,Femenino,,Santa Ana,Pyme,
791,Juan Castillo Torres,juan.castillo.torres0@mail.com,Masculino,,Sonsonate,Regular,
792,Lucía Morales Hernández,lucia.morales.hernandez1@correo.com,Femenino,1995-05-19,San Salvador,Pyme,30.0
793,Paula Rojas Torres,paula.rojas.torres2@mail.com,,1995-07-21,San Miguel,Premium,30.0
794,José Hernández López,jose.hernandez.lopez3@gmail.com,Masculino,1993-05-24,Santa Ana,Regular,32.0
795,Pedro Rojas Aguilar,pedro.rojas.aguilar4@correo.com,Masculino,,San Salvador,Premium,
796,Carlos Santos Rojas,carlos.santos.rojas5@example.com,Femenino,1986-01-13,Sonsonate,Premium,40.0
797,Ricardo Castillo Torres,ricardo.castillo.torres6@mail.com,Masculino,1970-10-06,Santa Ana,Premium,55.0
798,Daniela Ortiz Martínez,daniela.ortiz.martinez0@correo.com,Masculino,,San Salvador,Premium,
799,Ricardo Chávez Torres,ricardo.chavez.torres1@gmail.com,Femenino,,Sonsonate,Pyme,
800,Marta Gómez Hernández,marta.gomez.hernandez2@mail.com,,,San Salvador,Premium,
801,Paula Torres Ramírez,paula.torres.ramirez3@example.com,,,La Libertad,Vip,
802,Pedro López García,pedro.lopez.garcia4@mail.com,,,La Libertad,<Na>,
803,Pedro Martínez López,pedro.martinez.lopez5@correo.com,Masculino,,Santa Ana,<Na>,
804,Diego Gómez Ramírez,diego.gomez.ramirez6@example.com,Masculino,,Santa Ana,Vip,
805,Marta Ramírez Castillo,marta.ramirez.castillo0@example.com,Masculino,,Sonsonate,Pyme,
806,María Hernández Pérez,maria.hernandez.perez1@correo.com,Masculino,,San Miguel,<Na>,
807,Andrés Cruz Martínez,andres.cruz.martinez2@correo.com,Masculino,,Santa Ana,Premium,
808,Juan Flores Pérez,juan.flores.perez3@seguro.sv,Masculino,,La Libertad,Vip,
809,Carmen Mendoza Morales,carmen.mendoza.morales4@gmail.com,Femenino,,Sonsonate,Premium,
810,Marta Vásquez Mendoza,marta.vasquez.mendoza5@seguro.sv,,,Sonsonate,<Na>,
811,Juan Ramírez Cruz,juan.ramirez.cruz6@correo.com,,,San Miguel,Pyme,
812,Jorge Gómez Vásquez,jorge.gomez.vasquez0@correo.com,Masculino,,La Libertad,Regular,
813,Diego Santos Martínez,diego.santos.martinez1@example.com,,,La Libertad,Pyme,
814,Pedro Aguilar Reyes,pedro.aguilar.reyes2@correo.com,,,San Miguel,Regular,
815,María Castillo Mendoza,maria.castillo.mendoza3@mail.com,Femenino,,San Salvador,Vip,
816,Pedro Martínez Ortiz,pedro.martinez.ortiz4@example.com,Femenino,,San Miguel,<Na>,
817,Luis Ortiz Flores,luis.ortiz.flores5@example.com,Femenino,,La Libertad,Vip,
818,Ricardo Mendoza Pérez,ricardo.mendoza.perez6@correo.com,,,Sonsonate,<Na>,
819,Paula Chávez Reyes,paula.chavez.reyes0@correo.com,,,Santa Ana,Pyme,
820,Fernanda López Vásquez,fernanda.lopez.vasquez1@correo.com,Femenino,,La Libertad,Regular,
821,Diego Rojas Rojas,diego.rojas.rojas2@gmail.com,Femenino,,Sonsonate,<Na>,
822,Juan Pérez Pérez,juan.perez.perez3@gmail.com,Femenino,1969-08-17,La Libertad,Premium,56.0
823,Lucía García Ortiz,lucia.garcia.ortiz4@mail.com,Femenino,1974-09-01,La Libertad,Vip,51.0
824,Carmen Hernández Ortiz,carmen.hernandez.ortiz5@gmail.com,,,Santa Ana,Vip,
825,Lucía Castillo Ramírez,lucia.castillo.ramirez6@gmail.com,Masculino,,San Salvador,<Na>,
826,Ana Gómez Reyes,ana.gomez.reyes0@mail.com,,1976-11-10,La Libertad,Vip,49.0
827,Lucía Ramírez Pérez,lucia.ramirez.perez1@seguro.sv,,1958-06-14,Sonsonate,<Na>,67.0
828,Sofía Mendoza Chávez,sofia.mendoza.chavez2@correo.com,,,La Libertad,Premium,
829,Daniela Reyes Santos,daniela.reyes.santos3@gmail.com,Femenino,,San Miguel,Regular,
830,Carlos Morales Torres,carlos.morales.torres4@seguro.sv,Masculino,,Sonsonate,Pyme,
831,Lucía Gómez Santos,lucia.gomez.santos5@mail.com,Masculino,,San Miguel,Regular,
832,María Ramírez Aguilar,maria.ramirez.aguilar6@gmail.com,Masculino,,San Salvador,<Na>,
833,Marta Rojas Chávez,marta.rojas.chavez0@gmail.com,Femenino,,San Salvador,Pyme,
834,Lucía Reyes Morales,lucia.reyes.morales1@mail.com,Femenino,,Santa Ana,Pyme,
835,Ricardo Chávez García,ricardo.chavez.garcia2@correo.com,,,La Libertad,Premium,
836,Carmen López Torres,carmen.lopez.torres3@mail.com,Masculino,,Santa Ana,Vip,
837,Valeria Pérez Chávez,valeria.perez.chavez4@mail.com,Masculino,1972-02-15,Santa Ana,Vip,54.0
838,Daniela Hernández Morales,daniela.hernandez.morales5@mail.com,Femenino,,San Salvador,Premium,
839,Diego Vásquez Cruz,diego.vasquez.cruz6@seguro.sv,Femenino,,San Miguel,Vip,
840,Diego Hernández Gómez,diego.hernandez.gomez0@seguro.sv,Masculino,,San Miguel,<Na>,
841,Sofía Torres Ramírez,sofia.torres.ramirez1@seguro.sv,Masculino,,Santa Ana,Regular,
842,Marta Gómez López,marta.gomez.lopez2@mail.com,,,La Libertad,Vip,
843,Valeria Torres Vásquez,valeria.torres.vasquez3@correo.com,,,Sonsonate,Vip,
844,Fernanda Santos Gómez,fernanda.santos.gomez4@gmail.com,Femenino,,Santa Ana,Premium,
845,Marta Aguilar García,marta.aguilar.garcia5@gmail.com,,,Sonsonate,<Na>,
846,Jorge López Cruz,jorge.lopez.cruz6@mail.com,Femenino,,La Libertad,<Na>,
847,María Martínez Pérez,maria.martinez.perez0@correo.com,,,Santa Ana,Premium,
848,Karla Chávez Reyes,karla.chavez.reyes1@mail.com,Masculino,,San Miguel,Premium,
849,Marta Reyes Cruz,marta.reyes.cruz2@correo.com,Masculino,,Sonsonate,<Na>,
850,Marta Gómez Chávez,marta.gomez.chavez3@correo.com,Femenino,,Santa Ana,Vip,
851,Carmen Santos Ortiz,carmen.santos.ortiz4@correo.com,Masculino,,La Libertad,Regular,
852,Carmen Ramírez Cruz,carmen.ramirez.cruz5@correo.com,Femenino,,Sonsonate,Premium,
853,Valeria Aguilar García,valeria.aguilar.garcia6@correo.com,,,La Libertad,<Na>,
854,Andrés Pérez Aguilar,andres.perez.aguilar0@seguro.sv,Masculino,,Sonsonate,Premium,
855,Fernanda Gómez Flores,fernanda.gomez.flores1@seguro.sv,Femenino,,Sonsonate,Pyme,
856,María Reyes Pérez,maria.reyes.perez2@correo.com,Masculino,,San Salvador,Regular,
857,Ricardo Morales Rojas,ricardo.morales.rojas3@example.com,,,San Miguel,Vip,
858,Andrés Martínez Hernández,andres.martinez.hernandez4@correo.com,Masculino,,San Miguel,<Na>,
859,Ricardo Vásquez Martínez,ricardo.vasquez.martinez5@seguro.sv,Masculino,,La Libertad,Regular,
860,Ana Pérez Flores,ana.perez.flores6@correo.com,Femenino,,Sonsonate,Premium,
861,Ana Hernández García,ana.hernandez.garcia0@seguro.sv,,1997-10-23,San Salvador,Premium,28.0
862,Andrés Gómez Rojas,andres.gomez.rojas1@gmail.com,Masculino,,Sonsonate,Pyme,
863,María Hernández Santos,maria.hernandez.santos2@correo.com,Femenino,,La Libertad,Vip,
864,Carmen Aguilar López,carmen.aguilar.lopez3@seguro.sv,Masculino,,San Miguel,Premium,
865,Carmen Vásquez Gómez,carmen.vasquez.gomez4@seguro.sv,,2003-03-01,San Salvador,<Na>,23.0
866,Sofía Gómez Ramírez,sofia.gomez.ramirez5@correo.com,Femenino,,La Libertad,Vip,
867,Carmen García Castillo,carmen.garcia.castillo6@example.com,Masculino,,San Salvador,Premium,
868,Ricardo Aguilar Hernández,ricardo.aguilar.hernandez0@mail.com,Masculino,1940-11-07,San Salvador,Premium,85.0
869,Daniela López Morales,daniela.lopez.morales1@example.com,,,San Miguel,Pyme,
870,Marta Vásquez Reyes,marta.vasquez.reyes2@example.com,Masculino,,La Libertad,Vip,
871,Pedro Reyes Hernández,pedro.reyes.hernandez3@seguro.sv,,,Sonsonate,<Na>,
872,Valeria Cruz Vásquez,valeria.cruz.vasquez4@seguro.sv,Masculino,,Santa Ana,Regular,
873,Ana Vásquez Martínez,ana.vasquez.martinez5@seguro.sv,Masculino,2012-06-13,La Libertad,<Na>,13.0
874,María Vásquez Rojas,maria.vasquez.rojas6@mail.com,,,Sonsonate,Premium,
875,Daniela Santos Mendoza,daniela.santos.mendoza0@mail.com,Femenino,1942-11-06,La Libertad,Pyme,83.0
876,José Aguilar Ortiz,jose.aguilar.ortiz1@correo.com,Masculino,,San Salvador,Vip,
877,Carmen Reyes Morales,carmen.reyes.morales2@example.com,Masculino,,San Salvador,<Na>,
878,Ricardo García Reyes,ricardo.garcia.reyes3@gmail.com,Masculino,,La Libertad,<Na>,
879,Andrés Cruz Cruz,andres.cruz.cruz4@mail.com,Masculino,,San Miguel,Premium,
880,José Santos Vásquez,jose.santos.vasquez5@seguro.sv,Femenino,,San Miguel,<Na>,
881,Fernanda Ramírez Morales,fernanda.ramirez.morales6@example.com,Masculino,,Sonsonate,<Na>,
882,Diego Hernández Morales,diego.hernandez.morales0@seguro.sv,Femenino,,San Miguel,Pyme,
883,Paula Pérez Torres,paula.perez.torres1@mail.com,Femenino,,San Miguel,Vip,
884,Valeria Santos Aguilar,valeria.santos.aguilar2@seguro.sv,Femenino,,San Salvador,Premium,
885,Sofía Cruz Martínez,sofia.cruz.martinez3@seguro.sv,,,Santa Ana,<Na>,
886,Lucía Reyes Rojas,lucia.reyes.rojas4@example.com,,,San Salvador,Regular,
887,Carlos Ramírez Ortiz,carlos.ramirez.ortiz5@example.com,Femenino,,San Miguel,Premium,
888,Jorge Pérez Chávez,jorge.perez.chavez6@correo.com,Masculino,,Santa Ana,Regular,
889,Jorge Hernández Pérez,jorge.hernandez.perez0@seguro.sv,Masculino,,San Salvador,Regular,
890,Ricardo Gómez Martínez,ricardo.gomez.martinez1@example.com,Femenino,,Santa Ana,Premium,
891,Juan Hernández Cruz,juan.hernandez.cruz2@gmail.com,,,San Salvador,Pyme,
892,Valeria Chávez Vásquez,valeria.chavez.vasquez3@mail.com,Masculino,,Sonsonate,Vip,
893,Jorge Santos Santos,jorge.santos.santos4@mail.com,Femenino,,La Libertad,Pyme,
894,Carlos Santos Pérez,carlos.santos.perez5@gmail.com,,,San Salvador,<Na>,
895,Fernanda Mendoza Aguilar,fernanda.mendoza.aguilar6@gmail.com,Masculino,,Santa Ana,Premium,
896,Karla Gómez López,karla.gomez.lopez0@example.com,Masculino,,Santa Ana,Premium,
897,Carmen García Ortiz,carmen.garcia.ortiz1@mail.com,Masculino,,Sonsonate,Regular,
898,Fernanda Gómez Rojas,fernanda.gomez.rojas2@gmail.com,Femenino,,La Libertad,<Na>,
899,Ricardo Reyes Mendoza,ricardo.reyes.mendoza3@gmail.com,Masculino,,San Salvador,Vip,
900,Sofía Pérez Castillo,sofia.perez.castillo4@gmail.com,Masculino,,Sonsonate,Regular,
901,Luis Torres Rojas,luis.torres.rojas5@example.com,,,La Libertad,Vip,
902,Valeria Rojas Pérez,valeria.rojas.perez6@example.com,Masculino,,San Miguel,<Na>,
903,Karla Gómez Rojas,karla.gomez.rojas0@seguro.sv,,,Sonsonate,Vip,
904,Valeria Hernández Ortiz,valeria.hernandez.ortiz1@seguro.sv,Masculino,,San Salvador,Regular,
905,Valeria Pérez Cruz,valeria.perez.cruz2@seguro.sv,Masculino,,Santa Ana,Regular,
906,Jorge Aguilar Hernández,jorge.aguilar.hernandez3@gmail.com,Femenino,1987-06-15,San Miguel,Vip,38.0
907,Juan Gómez Reyes,juan.gomez.reyes4@example.com,Masculino,2007-06-15,Sonsonate,Pyme,18.0
908,Ricardo Santos Pérez,ricardo.santos.perez5@correo.com,Masculino,,Santa Ana,<Na>,
909,Valeria Martínez Vásquez,valeria.martinez.vasquez6@gmail.com,,,Santa Ana,Regular,
910,Paula Mendoza Castillo,paula.mendoza.castillo0@gmail.com,Masculino,,San Salvador,Pyme,
911,Marta García García,marta.garcia.garcia1@mail.com,,1946-11-18,San Salvador,Regular,79.0
912,Fernanda Aguilar López,fernanda.aguilar.lopez2@correo.com,,,Sonsonate,Vip,
913,Lucía López Torres,lucia.lopez.torres3@mail.com,,1957-01-22,San Miguel,<Na>,69.0
914,Karla Martínez Torres,karla.martinez.torres4@gmail.com,Masculino,,San Salvador,Premium,
915,Daniela Vásquez Martínez,daniela.vasquez.martinez5@correo.com,Femenino,,San Miguel,<Na>,
916,José Castillo Castillo,jose.castillo.castillo6@correo.com,Femenino,1983-05-06,La Libertad,Regular,42.0
917,Daniela Martínez Chávez,daniela.martinez.chavez0@mail.com,Femenino,,Sonsonate,Regular,
918,Carlos Vásquez Hernández,carlos.vasquez.hernandez1@correo.com,,,San Salvador,Pyme,
919,Ricardo Ramírez García,ricardo.ramirez.garcia2@correo.com,,,La Libertad,Premium,
920,Valeria Cruz Aguilar,valeria.cruz.aguilar3@example.com,,,Sonsonate,Vip,
921,Paula Chávez Gómez,paula.chavez.gomez4@seguro.sv,Femenino,,Santa Ana,Premium,
922,Carlos Martínez Pérez,carlos.martinez.perez5@example.com,Femenino,,Santa Ana,Regular,
923,José Rojas Aguilar,jose.rojas.aguilar6@correo.com,Femenino,,Sonsonate,Premium,
924,José Hernández López,jose.hernandez.lopez0@gmail.com,Femenino,,San Salvador,Pyme,
925,Karla López Rojas,karla.lopez.rojas1@seguro.sv,Masculino,,Santa Ana,Premium,
926,Daniela Gómez Cruz,daniela.gomez.cruz2@example.com,Masculino,,Santa Ana,Vip,
927,Daniela Torres Gómez,daniela.torres.gomez3@gmail.com,Masculino,,Santa Ana,Premium,
928,Lucía Martínez Flores,lucia.martinez.flores4@seguro.sv,Femenino,1957-03-29,Santa Ana,Vip,69.0
929,Lucía Rojas Mendoza,lucia.rojas.mendoza5@correo.com,Masculino,,La Libertad,Vip,
930,Daniela Rojas Martínez,daniela.rojas.martinez6@example.com,Femenino,,La Libertad,Regular,
931,Juan Gómez Martínez,juan.gomez.martinez0@example.com,Masculino,,La Libertad,<Na>,
932,José Rojas Gómez,jose.rojas.gomez1@example.com,Femenino,,San Salvador,Vip,
933,Fernanda Pérez Reyes,fernanda.perez.reyes2@example.com,Femenino,1972-05-07,Sonsonate,Premium,53.0
934,Valeria Ramírez Santos,valeria.ramirez.santos3@mail.com,,1974-06-15,San Salvador,<Na>,51.0
935,Sofía Ramírez Chávez,sofia.ramirez.chavez4@gmail.com,Femenino,,San Miguel,Premium,
936,Fernanda Pérez Martínez,fernanda.perez.martinez5@gmail.com,Femenino,1951-06-20,San Miguel,Pyme,74.0
937,José Rojas García,jose.rojas.garcia6@gmail.com,Femenino,,Sonsonate,Premium,
938,Carlos Martínez Santos,carlos.martinez.santos0@correo.com,,,Sonsonate,Vip,
939,Carmen Chávez Mendoza,carmen.chavez.mendoza1@seguro.sv,,1974-06-18,San Miguel,Premium,51.0
940,Ana Gómez Santos,ana.gomez.santos2@mail.com,Masculino,,Sonsonate,Regular,
941,Carlos Cruz Castillo,carlos.cruz.castillo3@mail.com,,,San Salvador,Premium,
942,Carlos Martínez Pérez,carlos.martinez.perez4@example.com,Femenino,,Santa Ana,Vip,
943,Ana Vásquez Torres,ana.vasquez.torres5@gmail.com,Femenino,,La Libertad,Regular,
944,Marta Martínez López,marta.martinez.lopez6@example.com,,,San Salvador,<Na>,
945,José Morales Flores,jose.morales.flores0@gmail.com,Masculino,,Santa Ana,Regular,
946,Sofía Santos Morales,sofia.santos.morales1@seguro.sv,Femenino,,La Libertad,Pyme,
947,Carmen Chávez Gómez,carmen.chavez.gomez2@seguro.sv,,,San Salvador,Premium,
948,Carmen Morales Torres,carmen.morales.torres3@mail.com,,,La Libertad,Vip,
949,Daniela Pérez López,daniela.perez.lopez4@seguro.sv,Femenino,,San Salvador,Premium,
950,Diego García Flores,diego.garcia.flores5@gmail.com,Femenino,,San Salvador,Regular,
951,María Ramírez Pérez,maria.ramirez.perez6@seguro.sv,,,San Miguel,Premium,
952,Diego Martínez Ortiz,diego.martinez.ortiz0@gmail.com,Masculino,,San Salvador,<Na>,
953,Carlos Hernández Mendoza,carlos.hernandez.mendoza1@correo.com,Femenino,,La Libertad,Premium,
954,Pedro Castillo Cruz,pedro.castillo.cruz2@mail.com,,,San Salvador,Vip,
955,Carlos Vásquez García,carlos.vasquez.garcia3@example.com,Masculino,,Sonsonate,Premium,
956,Andrés Mendoza Reyes,andres.mendoza.reyes4@seguro.sv,,,Sonsonate,Regular,
957,José Flores Aguilar,jose.flores.aguilar5@example.com,Masculino,,Santa Ana,Regular,
958,Luis Morales Chávez,luis.morales.chavez6@seguro.sv,Masculino,,Sonsonate,Regular,
959,Luis García Reyes,luis.garcia.reyes0@seguro.sv,Femenino,,La Libertad,Pyme,
960,Andrés Torres Reyes,andres.torres.reyes1@correo.com,,,Sonsonate,<Na>,
961,Fernanda Aguilar Ortiz,fernanda.aguilar.ortiz2@seguro.sv,Masculino,1988-02-08,La Libertad,<Na>,38.0
962,Diego García Cruz,diego.garcia.cruz3@gmail.com,,,San Salvador,Regular,
963,Pedro Pérez Castillo,pedro.perez.castillo4@gmail.com,,,Santa Ana,Vip,
964,Luis Hernández Pérez,luis.hernandez.perez5@seguro.sv,Femenino,,San Salvador,Vip,
965,Ricardo Torres Gómez,ricardo.torres.gomez6@correo.com,Masculino,,San Salvador,<Na>,
966,Andrés Pérez Gómez,andres.perez.gomez0@gmail.com,Femenino,,La Libertad,Pyme,
967,Ana Castillo Hernández,ana.castillo.hernandez1@mail.com,Femenino,,Sonsonate,Vip,
968,Lucía Rojas Chávez,lucia.rojas.chavez2@example.com,Femenino,1989-09-18,San Miguel,Pyme,36.0
969,Carmen Flores García,carmen.flores.garcia3@correo.com,Masculino,,Sonsonate,Premium,
970,Lucía Gómez Ortiz,lucia.gomez.ortiz4@seguro.sv,,,La Libertad,Premium,
971,Juan Vásquez Rojas,juan.vasquez.rojas5@mail.com,Masculino,,Sonsonate,Vip,
972,Diego Castillo Gómez,diego.castillo.gomez6@correo.com,Femenino,,San Miguel,<Na>,
973,Sofía Martínez Cruz,sofia.martinez.cruz0@gmail.com,Femenino,,Sonsonate,Vip,
974,Juan Reyes García,juan.reyes.garcia1@example.com,,,Santa Ana,Pyme,
975,Pedro Pérez Hernández,pedro.perez.hernandez2@gmail.com,Masculino,1969-09-21,Santa Ana,<Na>,56.0
976,Lucía Aguilar Santos,lucia.aguilar.santos3@correo.com,Masculino,,San Salvador,Premium,
977,Sofía Pérez Gómez,sofia.perez.gomez4@gmail.com,Masculino,1985-01-01,San Miguel,Premium,41.0
978,Marta Castillo Vásquez,marta.castillo.vasquez5@seguro.sv,Femenino,,Santa Ana,<Na>,
979,Karla García Pérez,karla.garcia.perez6@seguro.sv,Masculino,,Santa Ana,<Na>,
980,María Aguilar Hernández,maria.aguilar.hernandez0@example.com,,,San Miguel,Regular,
981,Pedro García García,pedro.garcia.garcia1@seguro.sv,Femenino,,San Miguel,Premium,
982,José Santos Aguilar,jose.santos.aguilar2@example.com,,,Sonsonate,Pyme,
983,Pedro Mendoza Torres,pedro.mendoza.torres3@seguro.sv,Masculino,,San Miguel,<Na>,
984,Juan Cruz Ortiz,juan.cruz.ortiz4@mail.com,Femenino,,Santa Ana,Pyme,
985,María Cruz Morales,maria.cruz.morales5@example.com,,,Sonsonate,Vip,
986,María Gómez Hernández,maria.gomez.hernandez6@correo.com,,,San Salvador,Regular,
987,Karla Aguilar Ramírez,karla.aguilar.ramirez0@mail.com,Femenino,,San Salvador,Premium,
988,Ricardo Pérez Ramírez,ricardo.perez.ramirez1@gmail.com,,,San Miguel,Pyme,
989,Sofía Martínez Ramírez,sofia.martinez.ramirez2@seguro.sv,Femenino,,Santa Ana,Premium,
990,María Flores Morales,maria.flores.morales3@seguro.sv,,1947-05-01,Santa Ana,Premium,78.0
991,Juan García Rojas,juan.garcia.rojas4@example.com,,,San Miguel,Pyme,
992,Ricardo Ortiz Gómez,ricardo.ortiz.gomez5@gmail.com,,,Sonsonate,Premium,
993,María Santos Torres,maria.santos.torres6@example.com,Femenino,,La Libertad,Pyme,
994,Marta Hernández Rojas,marta.hernandez.rojas0@mail.com,,,La Libertad,Vip,
995,Juan Ramírez Ramírez,juan.ramirez.ramirez1@correo.com,Femenino,,Santa Ana,Premium,
996,Sofía Santos López,sofia.santos.lopez2@mail.com,Femenino,,Sonsonate,Pyme,
997,Paula Rojas Rojas,paula.rojas.rojas3@gmail.com,,1971-07-22,San Miguel,Premium,54.0
998,Paula Rojas Vásquez,paula.rojas.vasquez4@correo.com,Masculino,,La Libertad,Pyme,
999,Carlos Torres Hernández,carlos.torres.hernandez5@mail.com,Masculino,,Sonsonate,Vip,
1000,Ricardo Torres Ortiz,ricardo.torres.ortiz6@gmail.com,Femenino,,San Miguel,Premium,
1001,Diego Chávez Ortiz,diego.chavez.ortiz0@seguro.sv,Masculino,,La Libertad,Pyme,
1002,Ana Vásquez Cruz,ana.vasquez.cruz1@example.com,Femenino,,Santa Ana,Pyme,
1003,Juan López López,juan.lopez.lopez2@gmail.com,Femenino,,San Miguel,<Na>,
1004,Andrés Cruz Ortiz,andres.cruz.ortiz3@seguro.sv,Femenino,1975-02-10,La Libertad,Pyme,51.0
1005,Carmen Morales Reyes,carmen.morales.reyes4@correo.com,Masculino,,Sonsonate,<Na>,
1006,Lucía Flores Ortiz,lucia.flores.ortiz5@correo.com,Masculino,,San Salvador,Vip,
1007,Jorge Pérez López,jorge.perez.lopez6@mail.com,Femenino,,San Salvador,Pyme,
1008,Pedro Gómez Cruz,pedro.gomez.cruz0@example.com,Masculino,1998-07-16,Santa Ana,Regular,27.0
1009,Juan Flores García,juan.flores.garcia1@gmail.com,Masculino,,La Libertad,Vip,
1010,José Pérez Castillo,jose.perez.castillo2@mail.com,Masculino,,San Miguel,Pyme,
1011,José Aguilar López,jose.aguilar.lopez3@mail.com,Masculino,,La Libertad,Pyme,
1012,Carmen Gómez Castillo,carmen.gomez.castillo4@gmail.com,Masculino,1940-11-28,San Salvador,Regular,85.0
1013,Pedro Aguilar Torres,pedro.aguilar.torres5@correo.com,Masculino,,San Salvador,<Na>,
1014,Ana Ortiz López,ana.ortiz.lopez6@correo.com,Masculino,,San Salvador,Vip,
1015,Marta Pérez Cruz,marta.perez.cruz0@correo.com,Femenino,,La Libertad,Vip,
1016,Pedro Ortiz Castillo,pedro.ortiz.castillo1@seguro.sv,,1981-11-25,La Libertad,Regular,44.0
1017,Carmen Ramírez Flores,carmen.ramirez.flores2@gmail.com,Femenino,,Santa Ana,Pyme,
1018,Paula Rojas Torres,paula.rojas.torres3@example.com,Femenino,,Sonsonate,Pyme,
1019,Sofía Santos Vásquez,sofia.santos.vasquez4@mail.com,,,San Salvador,Regular,
1020,Jorge Rojas Castillo,jorge.rojas.castillo5@gmail.com,Femenino,,San Salvador,Premium,
1021,Marta Rojas Gómez,marta.rojas.gomez6@correo.com,Masculino,,San Miguel,Regular,
1022,José López Reyes,jose.lopez.reyes0@example.com,Masculino,,Sonsonate,Premium,
1023,Fernanda García Morales,fernanda.garcia.morales1@gmail.com,Masculino,,Sonsonate,<Na>,
1024,María Santos Rojas,maria.santos.rojas2@example.com,Femenino,,Santa Ana,Pyme,
1025,Ricardo Martínez Flores,ricardo.martinez.flores3@seguro.sv,,1977-10-16,San Miguel,Pyme,48.0
1026,Diego Santos López,diego.santos.lopez4@gmail.com,Femenino,,San Miguel,Pyme,
1027,Juan Ortiz Mendoza,juan.ortiz.mendoza5@mail.com,Masculino,,San Salvador,Regular,
1028,Valeria Reyes Vásquez,valeria.reyes.vasquez6@example.com,,1975-12-01,San Salvador,Regular,50.0
1029,Paula Aguilar Hernández,paula.aguilar.hernandez0@mail.com,Femenino,,San Salvador,Premium,
1030,José Reyes Rojas,jose.reyes.rojas1@correo.com,Femenino,1960-04-21,San Salvador,Regular,65.0
1031,Juan Hernández Martínez,juan.hernandez.martinez2@example.com,Femenino,,San Miguel,Premium,
1032,Jorge Chávez Hernández,jorge.chavez.hernandez3@correo.com,Femenino,,La Libertad,<Na>,
1033,Daniela Cruz Santos,daniela.cruz.santos4@example.com,Femenino,,Santa Ana,Regular,
1034,Carlos García Vásquez,carlos.garcia.vasquez5@correo.com,Masculino,,San Salvador,Pyme,
1035,Juan Ramírez López,juan.ramirez.lopez6@seguro.sv,Masculino,,San Salvador,Premium,
1036,Jorge Mendoza Mendoza,jorge.mendoza.mendoza0@example.com,,,Sonsonate,Premium,
1037,Diego Vásquez Morales,diego.vasquez.morales1@gmail.com,Masculino,,Santa Ana,Regular,
1038,Andrés Gómez Castillo,andres.gomez.castillo2@correo.com,,,San Salvador,Vip,
1039,Paula Gómez Flores,paula.gomez.flores3@gmail.com,,,San Miguel,<Na>,
1040,María Vásquez Rojas,maria.vasquez.rojas4@gmail.com,,1959-01-09,San Miguel,Pyme,67.0
1041,Valeria Vásquez Hernández,valeria.vasquez.hernandez5@seguro.sv,Masculino,,Santa Ana,Premium,
1042,Karla Flores Mendoza,karla.flores.mendoza6@seguro.sv,Masculino,,Santa Ana,Premium,
1043,José Martínez Martínez,jose.martinez.martinez0@mail.com,Masculino,,San Miguel,<Na>,
1044,Lucía Morales Morales,lucia.morales.morales1@example.com,,,Santa Ana,Regular,
1045,Carlos Torres Castillo,carlos.torres.castillo2@gmail.com,,,Santa Ana,Regular,
1046,María Gómez Gómez,maria.gomez.gomez3@correo.com,Femenino,,La Libertad,Vip,
